StudyHours, Attendance, PastScore, Internet, SleepHours, Passed
2,97,89,No,6,No
1,63,32,Yes,8,No
8,76,34,No,6,No
1,68,57,No,8,No
1,80,40,No,4,No
4,95,44,Yes,6,No
6,58,77,Yes,8,No
9,87,75,No,5,No
1,66,57,No,5,Yes
7,68,36,No,6,No
5,93,35,No,6,No
8,53,87,Yes,7,No
7,97,84,No,8,No
4,60,78,No,6,No
4,71,80,Yes,5,Yes
6,53,88,No,5,Yes
6,66,35,No,5,Yes
9,57,80,No,8,Yes
5,95,67,Yes,4,Yes
8,83,40,Yes,6,No
5,60,81,No,4,Yes
2,80,49,No,8,Yes
6,60,39,Yes,6,Yes
9,87,55,Yes,7,Yes
3,70,77,Yes,6,No
1,95,43,No,6,No
1,79,88,Yes,6,Yes
3,59,41,Yes,6,No
5,75,52,Yes,6,No
3,76,68,No,8,No
9,57,38,Yes,6,No
8,88,54,No,8,Yes
3,57,46,No,6,No
9,57,71,No,6,No
6,83,58,No,8,Yes
7,65,89,Yes,6,Yes
4,90,86,No,5,No
4,62,43,No,6,Yes
2,72,68,No,7,Yes
5,61,45,Yes,8,Yes
8,76,47,Yes,6,Yes
7,71,49,Yes,6,No
7,81,75,Yes,8,Yes
6,98,74,No,4,No
3,76,33,No,5,Yes
5,51,49,No,5,No
1,94,40,Yes,6,Yes
7,82,94,Yes,8,Yes
9,75,47,Yes,7,Yes
1,77,68,No,6,No
2,68,73,No,5,No
3,92,47,No,6,Yes
3,54,76,Yes,8,Yes
8,82,60,Yes,7,Yes
7,69,68,No,4,No
6,79,67,Yes,7,No
4,94,76,No,6,No
9,57,37,No,5,No
1,87,94,Yes,8,Yes
2,66,42,No,6,No
4,93,84,No,4,No
3,50,72,No,8,Yes
1,52,33,No,8,Yes
5,95,89,No,8,No
7,75,41,Yes,6,No
2,80,88,No,4,Yes
5,57,83,Yes,6,No
6,92,73,No,8,Yes
7,95,45,Yes,8,No
1,57,35,Yes,5,No
7,84,43,Yes,7,No
4,88,87,No,6,Yes
8,77,60,Yes,4,No
4,53,70,No,8,Yes
6,65,64,No,6,Yes
9,62,39,Yes,7,No
5,69,59,Yes,6,No
4,54,73,No,7,No
8,86,84,No,6,Yes
9,69,47,No,5,No
4,73,68,Yes,6,Yes
3,85,71,No,5,Yes
8,83,83,No,7,No
5,94,59,No,8,No
2,97,49,No,8,No
9,83,71,No,6,No
3,68,34,No,4,Yes
2,66,79,No,6,No
1,54,70,No,5,Yes
8,74,68,No,5,No
3,67,86,No,7,Yes
7,99,86,No,6,Yes
1,57,66,No,7,Yes
1,76,36,Yes,4,Yes
9,64,34,No,8,No
8,94,80,No,8,No
3,62,37,No,6,No
6,65,85,No,7,No
3,71,40,No,7,Yes
4,69,51,Yes,4,No
1,62,40,No,7,Yes
5,69,89,Yes,5,Yes
1,51,44,No,5,Yes
1,84,67,Yes,5,Yes
7,96,30,Yes,6,Yes
6,68,75,No,5,Yes
2,94,72,Yes,5,Yes
2,86,51,Yes,8,Yes
7,55,32,No,6,Yes
1,63,43,Yes,5,Yes
2,53,31,Yes,4,Yes
8,71,90,Yes,5,No
6,88,61,No,6,Yes
2,85,67,No,7,No
7,83,75,No,8,Yes
4,76,71,No,8,Yes
2,56,35,Yes,6,Yes
6,52,70,No,5,Yes
9,96,54,Yes,4,Yes
9,82,40,No,5,No
8,51,70,No,5,No
3,91,86,Yes,4,Yes
3,65,75,Yes,8,Yes
2,74,77,No,5,Yes
5,64,92,No,7,No
4,73,68,No,7,No
7,64,39,No,6,Yes
4,80,94,No,6,Yes
9,63,88,Yes,4,Yes
2,63,65,No,4,No
6,55,56,Yes,6,Yes
7,63,84,No,5,Yes
4,66,82,No,8,Yes
6,67,89,Yes,7,No
7,69,90,No,4,Yes
4,66,65,Yes,6,Yes
8,65,56,Yes,7,Yes
9,89,70,No,4,No
1,88,57,Yes,4,No
7,81,45,No,5,Yes
9,93,64,No,4,No
5,58,65,No,8,Yes
2,76,85,No,4,No
6,95,48,No,8,Yes
7,82,86,No,5,Yes
2,59,62,No,8,Yes
2,66,52,Yes,7,No
1,98,92,No,4,No
4,98,51,Yes,6,No
7,85,88,No,6,Yes
9,66,54,No,8,No
3,67,46,Yes,5,Yes
7,72,68,Yes,8,No
7,83,68,Yes,8,Yes
7,57,53,Yes,8,Yes
2,62,67,No,7,Yes
6,72,86,No,7,Yes
2,69,73,Yes,8,No
6,71,65,No,5,Yes
3,96,74,Yes,4,No
2,72,55,Yes,6,Yes
6,90,40,Yes,7,Yes
2,84,81,Yes,4,Yes
5,52,54,Yes,7,No
2,83,60,No,7,Yes
3,82,74,Yes,7,Yes
3,95,69,Yes,8,Yes
6,66,75,No,8,Yes
6,94,83,Yes,7,No
3,68,70,Yes,7,Yes
3,79,67,No,6,Yes
1,72,65,No,4,Yes
7,64,73,No,4,No
8,63,86,No,5,No
2,51,59,No,5,Yes
4,88,39,Yes,5,No
7,98,90,Yes,8,Yes
8,67,92,Yes,8,No
1,55,65,No,6,Yes
4,81,83,No,8,Yes
6,70,94,No,5,No
3,89,33,No,7,Yes
5,77,84,No,5,Yes
9,76,83,No,6,No
3,51,93,Yes,7,Yes
5,82,51,No,8,Yes
8,65,54,Yes,7,Yes
6,88,88,Yes,6,No
4,71,86,Yes,8,No
8,92,83,No,4,Yes
3,96,73,No,5,No
3,62,81,No,5,Yes
4,51,45,No,6,No
9,63,45,No,6,No
5,87,84,Yes,5,No
8,90,90,Yes,7,Yes
6,77,69,No,4,No
3,56,50,Yes,4,Yes
8,67,37,Yes,6,Yes
9,90,39,No,6,No
8,85,86,Yes,7,Yes
4,90,33,Yes,6,No
6,85,72,No,4,Yes
1,93,92,Yes,5,Yes
4,53,72,No,4,Yes
8,79,80,No,7,No
1,73,85,No,5,Yes
3,69,72,Yes,5,No
1,95,53,Yes,4,Yes
9,80,63,Yes,5,Yes
2,73,88,No,5,Yes
9,56,31,Yes,6,Yes
4,75,31,Yes,5,No
2,62,39,No,7,Yes
4,57,52,No,5,Yes
6,54,44,No,6,Yes
7,93,46,Yes,8,Yes
3,62,43,No,8,No
3,78,45,Yes,7,Yes
8,69,61,No,7,No
5,63,52,No,5,Yes
4,81,63,No,5,No
7,99,45,No,8,No
7,76,63,Yes,8,Yes
9,74,62,Yes,4,No
9,53,72,Yes,8,Yes
5,70,93,No,8,Yes
8,67,47,Yes,7,No
1,88,90,No,4,Yes
9,64,49,No,4,Yes
8,87,40,Yes,5,No
6,97,75,No,5,Yes
3,73,93,No,4,Yes
3,57,57,Yes,4,No
8,77,77,Yes,5,No
5,70,64,No,7,Yes
7,65,37,Yes,7,Yes
5,65,51,No,7,No
8,84,53,Yes,7,Yes
4,66,93,No,5,No
2,58,94,No,6,Yes
3,84,43,No,8,No
8,78,54,Yes,8,Yes
7,88,32,Yes,8,Yes
2,67,34,No,8,No
6,61,94,Yes,5,Yes
9,68,83,Yes,6,No
4,97,48,Yes,5,No
9,71,83,No,6,No
2,98,39,Yes,5,Yes
2,64,45,Yes,4,Yes
9,50,75,Yes,6,No
7,51,58,No,8,No
7,57,44,No,6,No
1,71,77,No,7,Yes
6,74,40,Yes,6,No
7,51,63,No,7,No
6,58,65,Yes,7,Yes
6,58,59,Yes,4,No
2,62,48,No,6,Yes
6,55,62,Yes,4,No
4,79,51,No,8,No
9,64,65,Yes,6,No
1,64,52,Yes,5,Yes
8,99,92,Yes,5,Yes
5,56,55,Yes,5,Yes
1,60,89,Yes,7,No
4,89,34,No,5,No
1,87,83,No,8,No
6,89,67,No,6,No
2,51,91,No,6,Yes
5,97,54,Yes,7,No
7,88,41,Yes,7,No
2,59,51,No,7,Yes
6,93,38,No,8,No
6,66,58,Yes,6,Yes
5,56,73,No,4,No
5,89,56,Yes,7,Yes
3,88,84,Yes,5,No
2,53,34,No,4,Yes
7,84,81,Yes,4,Yes
1,96,42,Yes,7,No
6,85,71,No,5,No
6,80,44,No,7,Yes
3,74,47,Yes,7,Yes
2,90,79,No,5,No
2,62,31,Yes,4,Yes
9,67,42,No,4,No
5,70,76,Yes,5,No
7,97,79,Yes,4,No
5,50,41,Yes,8,No
7,85,42,Yes,7,No
4,99,38,Yes,8,No
8,57,88,Yes,8,Yes
7,97,74,Yes,8,No
5,70,72,Yes,6,Yes
6,92,52,Yes,6,No
5,70,74,No,8,No
7,76,52,Yes,7,No
2,68,63,No,8,Yes
5,72,45,No,8,No
3,99,92,No,6,No
9,92,80,Yes,8,No
6,84,61,Yes,7,No
3,89,67,No,7,Yes
7,91,85,Yes,8,Yes
4,97,46,Yes,7,No
3,54,68,Yes,8,No
8,90,70,Yes,6,Yes
4,57,77,Yes,8,No
1,60,57,Yes,4,Yes
6,65,79,No,6,Yes
1,88,30,No,7,Yes
5,96,79,No,7,Yes
7,73,48,No,6,Yes
6,70,88,No,4,Yes
2,72,70,Yes,6,Yes
4,98,39,Yes,5,No
2,87,57,Yes,4,Yes
1,96,63,No,6,No
3,57,68,No,5,No
3,56,85,Yes,8,No
7,51,81,No,4,Yes
1,79,32,Yes,8,Yes
9,62,52,Yes,5,Yes
6,72,46,Yes,7,No
4,78,55,No,7,No
3,87,47,No,7,No
3,86,75,Yes,8,No
2,69,60,Yes,4,Yes
2,82,38,No,8,No
5,78,64,No,8,Yes
9,99,89,No,7,No
2,64,92,No,8,Yes
2,72,81,Yes,5,No
6,91,77,Yes,6,Yes
2,52,90,No,6,No
4,86,53,No,6,Yes
6,78,87,No,7,Yes
5,94,93,No,7,Yes
1,57,59,Yes,6,No
6,71,58,No,4,Yes
1,78,39,No,6,Yes
3,51,68,Yes,8,Yes
5,90,84,No,6,Yes
5,98,57,Yes,6,Yes
6,99,47,Yes,4,No
8,94,70,Yes,7,Yes
5,50,94,No,7,No
1,93,75,Yes,8,Yes
5,69,89,No,6,No
3,70,38,No,5,No
4,86,74,Yes,8,No
8,57,89,Yes,7,No
7,76,57,Yes,4,No
5,96,32,No,7,No
2,84,80,No,7,Yes
6,55,37,Yes,4,Yes
6,94,88,No,6,Yes
6,93,90,Yes,6,Yes
9,68,87,No,7,No
8,67,41,No,8,No
8,50,38,No,5,No
1,74,78,No,8,Yes
5,76,46,Yes,8,Yes
7,56,83,Yes,7,No
6,93,73,Yes,7,Yes
5,91,61,No,5,No
8,78,64,No,5,No
3,80,78,Yes,5,Yes
6,93,83,Yes,7,No
5,92,45,Yes,7,Yes
8,85,41,No,8,Yes
4,68,37,Yes,7,Yes
8,55,50,Yes,6,Yes
2,74,77,Yes,6,No
9,80,37,Yes,5,No
9,58,57,Yes,7,No
6,69,39,Yes,6,No
4,59,81,Yes,8,Yes
4,86,44,Yes,4,Yes
6,76,33,Yes,8,No
5,62,91,No,4,Yes
6,90,33,Yes,8,Yes
7,51,70,Yes,6,No
7,99,84,Yes,7,No
9,70,57,No,4,Yes
8,82,76,No,7,No
6,73,38,Yes,7,Yes
6,93,31,No,6,Yes
5,91,77,No,5,No
1,83,57,Yes,5,No
9,58,43,No,4,No
9,51,75,No,6,Yes
9,79,42,Yes,7,No
8,71,45,Yes,8,No
3,95,69,No,8,No
1,60,59,Yes,4,No
8,92,94,Yes,4,Yes
7,66,87,Yes,4,No
5,85,77,No,6,Yes
7,62,78,Yes,8,No
4,56,31,No,6,No
9,65,43,No,6,No
2,82,46,Yes,7,Yes
9,94,60,No,6,No
9,50,39,Yes,6,No
5,60,66,Yes,7,No
1,55,93,Yes,5,Yes
7,69,59,Yes,7,No
4,84,63,Yes,4,No
9,93,47,No,5,Yes
6,86,92,No,8,Yes
3,90,78,Yes,6,Yes
6,75,85,No,5,Yes
6,61,87,No,8,No
5,79,56,No,7,No
2,77,84,No,7,Yes
2,76,48,Yes,4,Yes
7,91,52,Yes,4,Yes
2,68,76,Yes,5,Yes
6,54,80,No,6,No
5,54,57,No,7,Yes
4,90,86,Yes,5,Yes
7,76,87,Yes,5,No
8,77,44,No,5,No
4,75,45,Yes,4,Yes
1,76,76,No,7,Yes
1,98,92,Yes,4,Yes
1,91,41,Yes,4,No
1,70,72,No,5,No
5,50,58,Yes,8,No
4,77,78,Yes,8,Yes
9,97,32,Yes,8,Yes
3,64,89,Yes,5,No
7,66,55,Yes,6,No
8,75,76,Yes,7,No
6,69,71,No,5,Yes
1,74,60,No,5,No
8,62,51,No,4,No
3,82,46,No,8,No
8,74,49,No,5,Yes
4,57,37,Yes,6,No
8,54,78,Yes,7,Yes
1,55,67,No,6,Yes
3,72,82,Yes,5,Yes
6,79,57,Yes,5,No
9,63,58,Yes,4,Yes
2,72,40,Yes,6,No
1,60,76,Yes,4,Yes
3,80,74,No,6,Yes
4,55,47,No,8,Yes
5,60,79,Yes,8,No
3,62,78,No,6,No
2,61,51,No,4,No
2,51,74,No,8,No
7,84,90,No,5,Yes
9,85,50,Yes,7,Yes
2,66,90,No,4,Yes
7,77,65,Yes,6,Yes
7,77,53,No,7,Yes
7,71,61,No,7,No
3,87,88,Yes,5,Yes
7,56,34,Yes,4,No
1,64,45,No,7,No
1,81,40,No,4,No
5,60,64,Yes,5,Yes
2,73,71,No,6,No
9,52,39,Yes,7,No
7,79,37,Yes,7,No
4,55,55,Yes,7,No
4,51,32,No,4,Yes
2,63,88,Yes,7,Yes
5,90,32,Yes,4,Yes
4,67,67,No,8,No
1,93,31,Yes,8,No
8,80,46,No,4,Yes
3,62,65,No,8,Yes
6,75,31,Yes,5,No
4,93,63,No,5,No
9,61,56,No,8,Yes
7,67,66,No,6,Yes
9,58,51,Yes,4,No
3,98,43,Yes,8,Yes
1,70,52,Yes,4,Yes
5,97,73,No,8,No
3,98,94,Yes,5,Yes
6,89,90,Yes,6,Yes
8,92,84,No,4,No
4,73,79,Yes,6,Yes
5,83,41,No,5,No
5,57,44,Yes,7,Yes
4,93,46,No,7,Yes
4,82,63,No,4,No
4,72,64,No,5,Yes
4,62,68,No,4,Yes
4,98,84,Yes,4,No
5,63,88,No,4,No
2,63,34,No,6,Yes
2,65,59,No,8,Yes
9,98,33,No,5,Yes
2,87,44,No,6,No
6,88,64,No,8,Yes
2,75,84,Yes,4,Yes
5,75,89,No,7,No
4,50,53,Yes,6,No
7,81,51,No,5,No
7,64,73,No,5,No
6,70,61,Yes,8,Yes
5,67,80,No,6,Yes
1,79,32,No,4,Yes
3,62,61,Yes,8,No
9,73,31,Yes,5,Yes
1,79,88,Yes,6,Yes
5,51,43,Yes,7,Yes
2,68,80,No,4,No
4,96,40,Yes,5,Yes
1,93,39,Yes,6,Yes
3,96,87,Yes,7,No
7,74,63,No,5,Yes
3,99,82,Yes,7,No
4,63,57,No,5,No
2,55,47,No,8,Yes
3,61,55,No,8,No
9,69,36,No,8,No
3,72,74,Yes,6,No
5,79,74,Yes,8,Yes
2,79,64,No,6,No
4,87,81,Yes,4,Yes
7,79,50,Yes,8,Yes
7,90,57,Yes,6,No
3,79,73,Yes,5,No
5,85,85,No,6,Yes
1,98,39,Yes,6,No
1,83,52,Yes,5,Yes
5,65,77,No,6,Yes
9,73,81,Yes,5,No
1,63,44,Yes,7,No
1,75,84,Yes,8,No
4,57,72,No,4,No
4,63,79,Yes,6,No
2,80,35,Yes,5,No
9,51,62,No,8,No
9,97,91,Yes,6,No
2,53,84,No,8,No
9,50,68,No,7,No
6,69,41,No,6,Yes
8,63,60,Yes,5,No
4,89,82,Yes,7,No
2,74,63,Yes,6,No
2,74,70,Yes,8,Yes
9,52,39,Yes,7,No
1,54,81,No,5,No
7,87,86,No,6,No
3,75,32,No,8,No
3,89,86,No,8,No
2,87,62,Yes,7,Yes
6,87,36,No,6,No
2,53,33,No,8,No
4,56,68,Yes,7,Yes
9,79,77,No,4,Yes
9,79,45,Yes,8,Yes
6,68,67,Yes,7,No
4,88,33,Yes,4,No
7,84,33,No,7,Yes
1,89,56,No,8,No
4,82,46,No,4,No
5,82,83,No,7,No
8,63,37,No,6,No
2,87,82,No,4,No
5,59,34,Yes,7,Yes
6,77,76,Yes,6,Yes
5,63,69,No,4,Yes
9,85,36,No,7,No
1,87,41,Yes,8,Yes
3,65,54,Yes,4,No
2,70,57,Yes,4,Yes
3,77,72,No,6,Yes
9,82,76,No,7,Yes
9,55,78,No,8,Yes
2,90,83,Yes,6,No
3,64,47,No,4,Yes
4,93,56,No,6,Yes
9,52,35,No,6,Yes
3,92,51,No,6,No
7,96,88,No,4,Yes
3,84,76,No,5,Yes
7,63,61,Yes,6,Yes
7,51,30,No,5,Yes
9,78,83,Yes,8,Yes
2,53,75,Yes,8,No
6,75,70,Yes,8,Yes
9,61,70,No,7,No
2,51,37,No,4,No
2,66,61,No,5,Yes
5,84,59,No,7,Yes
8,59,75,Yes,5,No
9,97,81,No,4,Yes
2,71,90,Yes,6,Yes
5,90,42,No,7,No
7,92,69,No,4,Yes
6,70,90,Yes,7,No
6,64,73,Yes,8,No
7,84,91,Yes,7,Yes
3,97,73,No,6,Yes
3,70,77,Yes,6,No
9,70,88,Yes,5,No
8,70,86,Yes,7,Yes
5,93,40,No,8,No
6,81,54,Yes,6,No
1,54,90,Yes,5,Yes
1,88,75,No,8,Yes
4,58,83,Yes,8,No
2,67,63,Yes,8,Yes
7,70,36,Yes,4,No
2,57,91,No,6,No
2,93,86,Yes,4,Yes
5,83,34,Yes,4,No
4,59,64,Yes,6,No
8,90,66,Yes,7,No
4,73,89,Yes,5,Yes
6,89,94,Yes,6,Yes
5,73,45,Yes,5,No
2,81,59,No,7,No
8,82,71,No,6,No
2,87,90,No,8,Yes
9,93,77,Yes,6,No
9,98,91,No,7,Yes
3,83,93,Yes,4,No
4,60,86,Yes,6,No
8,80,75,Yes,8,Yes
9,67,57,No,6,Yes
3,72,32,No,4,Yes
5,71,66,Yes,6,No
8,92,77,Yes,8,No
3,67,48,No,7,Yes
7,89,46,No,8,Yes
8,96,69,No,7,No
3,90,79,No,8,No
2,96,58,No,5,Yes
7,88,80,No,6,No
9,69,71,No,6,Yes
1,62,58,Yes,4,No
3,94,46,Yes,5,Yes
5,50,60,No,4,No
3,53,81,No,6,No
1,73,68,Yes,4,No
7,85,89,No,7,Yes
7,85,80,Yes,5,Yes
8,94,45,Yes,8,Yes
5,51,43,No,7,No
5,77,71,Yes,8,No
5,75,80,No,4,Yes
1,72,53,No,6,No
5,64,72,Yes,7,Yes
6,85,48,Yes,5,No
1,76,90,Yes,8,No
7,55,92,No,7,No
1,84,55,No,6,Yes
2,88,64,No,5,Yes
2,87,85,No,5,Yes
5,84,69,No,8,No
7,85,58,No,7,No
1,59,35,No,7,No
1,79,81,Yes,5,No
1,90,30,No,4,Yes
6,87,81,Yes,5,Yes
2,78,53,Yes,6,No
1,92,63,No,7,Yes
6,88,36,Yes,8,No
2,99,40,Yes,7,No
6,53,65,Yes,5,Yes
8,54,49,No,6,Yes
2,53,92,Yes,4,Yes
9,85,92,No,7,No
8,94,59,No,5,No
1,65,59,No,5,No
7,74,51,Yes,5,Yes
6,63,90,Yes,6,Yes
6,60,50,No,5,Yes
6,78,66,No,5,Yes
6,83,56,No,5,Yes
7,71,64,Yes,7,Yes
3,63,67,Yes,5,Yes
6,73,89,Yes,6,No
3,88,61,Yes,7,Yes
7,75,56,Yes,5,Yes
7,92,32,Yes,4,No
8,85,78,Yes,6,No
2,88,59,No,4,Yes
9,65,51,Yes,6,No
5,87,48,No,4,Yes
9,81,60,Yes,5,Yes
5,55,49,No,4,Yes
7,83,48,Yes,4,No
9,57,31,Yes,6,No
4,79,69,Yes,5,Yes
2,76,68,No,6,No
9,56,83,Yes,5,Yes
2,76,56,Yes,8,Yes
3,74,41,No,7,No
2,95,46,Yes,7,No
3,90,39,Yes,6,No
6,64,48,No,5,Yes
3,74,59,Yes,4,No
8,71,59,No,7,No
6,67,54,No,6,No
7,61,64,No,6,Yes
1,72,80,Yes,6,Yes
3,94,56,Yes,5,Yes
3,88,39,No,6,Yes
2,74,72,No,8,Yes
7,59,84,Yes,4,No
9,79,35,Yes,6,No
4,59,35,Yes,5,Yes
5,83,77,No,4,No
3,95,31,Yes,4,Yes
9,62,80,No,7,Yes
4,78,90,No,6,Yes
5,87,48,Yes,6,Yes
1,90,31,Yes,5,Yes
2,94,80,No,8,Yes
9,58,55,No,8,No
2,62,49,Yes,7,No
5,86,52,No,8,No
8,63,83,Yes,5,No
3,86,44,Yes,7,No
6,58,35,No,6,No
4,57,64,No,8,Yes
7,88,37,Yes,5,Yes
3,89,86,No,5,Yes
6,52,79,No,6,Yes
9,96,78,Yes,5,No
1,89,50,No,7,Yes
3,82,65,Yes,7,No
2,81,87,No,4,No
8,56,92,Yes,6,No
7,68,45,No,5,No
2,83,35,No,8,No
6,63,81,No,7,No
3,99,31,No,6,Yes
8,96,47,No,6,Yes
3,95,64,No,7,Yes
9,68,68,No,4,Yes
1,75,30,No,6,Yes
5,66,66,Yes,5,Yes
3,77,50,No,8,Yes
6,68,30,No,8,No
2,76,33,No,7,No
9,97,87,No,6,Yes
6,68,30,No,8,Yes
7,82,42,Yes,6,No
5,56,75,Yes,7,Yes
9,78,76,No,4,No
1,92,36,No,8,Yes
5,54,80,No,5,No
6,79,32,No,7,No
7,98,79,Yes,4,Yes
4,92,55,No,5,Yes
1,57,60,Yes,5,No
8,91,91,No,8,Yes
4,61,55,Yes,6,Yes
3,91,84,Yes,7,No
7,62,57,Yes,5,No
2,75,73,No,8,Yes
8,67,67,No,4,Yes
6,91,59,No,5,No
7,98,37,No,4,No
5,69,43,No,7,No
9,65,91,Yes,8,Yes
5,86,92,Yes,4,No
5,52,69,Yes,6,Yes
3,76,42,No,4,No
1,64,46,Yes,4,Yes
2,83,44,No,8,Yes
8,94,62,Yes,8,No
1,71,45,No,5,Yes
7,89,42,Yes,4,No
5,72,52,No,4,Yes
3,98,65,Yes,8,Yes
7,53,72,Yes,6,Yes
9,90,79,Yes,8,No
2,72,42,No,6,No
8,96,59,Yes,8,Yes
9,58,86,Yes,7,No
3,73,59,Yes,4,Yes
2,70,39,No,6,No
7,90,68,Yes,7,No
5,95,66,No,6,Yes
5,65,32,Yes,5,Yes
5,74,63,Yes,5,Yes
4,75,67,No,4,No
5,98,43,No,7,Yes
4,94,93,Yes,7,Yes
6,58,68,No,5,No
4,64,83,No,4,No
2,88,31,No,5,Yes
9,82,72,Yes,7,Yes
2,50,82,Yes,6,No
9,54,32,Yes,7,No
6,58,70,No,4,No
9,93,37,No,7,No
9,55,92,No,8,Yes
3,77,94,No,7,Yes
1,94,33,Yes,8,No
1,75,39,No,5,Yes
3,77,79,Yes,8,Yes
5,89,52,No,7,Yes
3,64,90,Yes,7,No
9,55,76,Yes,7,Yes
9,76,32,No,4,No
3,87,46,No,5,Yes
3,53,51,No,8,No
5,60,45,Yes,6,No
2,70,32,No,8,No
6,79,81,Yes,7,Yes
7,67,62,No,6,Yes
9,84,71,Yes,6,Yes
6,52,31,No,8,Yes
3,61,68,Yes,8,Yes
5,76,75,Yes,8,No
4,79,77,Yes,8,Yes
5,70,56,No,5,Yes
8,87,44,Yes,4,Yes
8,70,36,No,4,Yes
6,87,86,Yes,8,No
1,89,71,No,4,No
8,64,38,No,8,No
8,67,35,Yes,8,No
2,78,86,Yes,8,Yes
4,97,59,No,5,No
2,87,84,Yes,7,Yes
4,70,83,No,4,No
7,66,56,No,4,No
9,90,88,No,5,Yes
8,67,36,No,5,Yes
9,86,69,No,8,No
8,87,31,No,8,Yes
2,61,43,No,7,Yes
7,60,39,No,4,Yes
2,97,79,No,5,No
2,98,47,Yes,7,No
4,69,47,No,4,No
1,58,45,No,7,No
5,50,81,No,7,Yes
6,52,81,Yes,8,Yes
9,70,60,Yes,7,Yes
8,72,52,Yes,8,Yes
2,58,71,Yes,4,No
1,68,91,Yes,4,Yes
2,94,79,Yes,8,No
7,95,44,No,6,No
4,68,73,Yes,7,No
5,72,71,Yes,4,Yes
7,76,74,Yes,7,Yes
3,76,64,Yes,6,No
2,88,51,Yes,7,No
7,85,67,No,6,Yes
5,61,93,No,5,No
1,76,36,Yes,6,Yes
1,95,73,No,4,No
9,83,36,Yes,8,No
5,82,89,No,8,Yes
1,77,30,No,7,Yes
7,80,91,Yes,5,No
9,81,47,Yes,7,No
1,99,36,Yes,6,Yes
4,69,83,No,8,No
3,89,39,No,6,No
5,84,90,Yes,8,No
7,80,88,Yes,8,No
8,80,88,No,8,No
2,87,92,Yes,4,No
7,71,37,No,6,Yes
1,94,84,No,7,No
7,90,35,Yes,5,Yes
8,58,30,No,7,No
2,58,85,No,6,No
9,64,39,No,5,Yes
1,62,52,No,7,Yes
6,71,45,Yes,5,Yes
1,65,45,No,6,Yes
3,81,85,Yes,8,Yes
6,51,35,No,6,No
3,75,59,Yes,4,Yes
8,63,92,No,5,Yes
5,87,30,No,6,Yes
2,83,80,Yes,8,No
4,57,75,No,8,No
9,85,50,Yes,6,No
4,70,67,No,7,Yes
8,95,92,Yes,6,No
5,92,79,Yes,8,No
1,77,41,No,6,No
7,95,73,No,4,No
3,93,81,No,7,Yes
8,97,38,No,6,Yes
3,55,94,No,8,Yes
1,69,39,No,6,Yes
5,80,75,No,6,Yes
2,82,87,No,5,Yes
4,93,66,No,6,Yes
1,56,81,Yes,4,Yes
9,57,42,Yes,8,No
6,58,35,Yes,5,No
8,51,87,No,6,Yes
4,66,77,Yes,7,Yes
9,94,61,No,4,No
2,86,40,No,4,No
9,91,34,No,4,No
5,93,35,No,5,Yes
6,66,50,Yes,6,No
3,87,71,Yes,4,Yes
4,84,56,Yes,6,No
6,96,32,No,7,No
7,88,89,No,6,Yes
1,79,78,Yes,6,No
7,55,63,No,6,Yes
1,53,66,Yes,8,No
5,86,71,Yes,5,Yes
6,84,94,Yes,6,Yes
2,58,89,No,4,Yes
9,55,30,Yes,8,No
6,62,88,No,6,Yes
7,71,33,Yes,8,No
8,77,43,No,5,No
1,79,47,No,8,Yes
8,85,63,Yes,4,Yes
4,51,30,No,6,No
8,85,82,No,4,No
6,57,51,No,7,Yes
9,94,90,Yes,8,No
4,91,51,No,8,Yes
2,99,79,Yes,8,Yes
2,58,45,Yes,5,Yes
5,50,57,No,4,No
9,62,71,Yes,7,No
3,99,64,Yes,5,No
8,64,49,Yes,5,No
4,81,31,Yes,6,Yes
6,83,36,Yes,7,No
6,92,78,No,8,Yes
3,80,38,No,8,Yes
5,63,56,Yes,6,No
3,96,31,Yes,8,No
1,63,89,No,4,No
7,97,78,No,8,Yes
4,78,31,No,4,No
7,96,46,Yes,6,Yes
3,68,49,Yes,6,Yes
5,76,61,No,4,No
5,58,80,Yes,8,No
2,86,71,No,6,No
2,86,92,No,6,Yes
4,92,90,Yes,4,Yes
4,77,91,No,6,No
4,73,32,No,8,No
6,77,55,No,6,Yes
2,85,77,No,4,No
6,67,37,No,8,No
7,74,34,Yes,7,Yes
3,84,40,No,4,Yes
8,53,71,Yes,7,No
2,63,70,Yes,6,Yes
8,88,48,No,8,No
5,75,77,No,6,Yes
2,57,82,No,8,Yes
7,73,84,Yes,5,Yes
2,65,90,Yes,6,Yes
6,69,61,Yes,6,No
3,64,75,No,6,Yes
9,56,65,No,4,No
3,66,47,No,8,Yes
3,71,47,No,8,No
5,71,41,No,8,Yes
7,61,75,Yes,4,Yes
8,67,84,Yes,8,No
7,95,67,Yes,6,Yes
9,96,31,No,7,No
5,64,38,No,5,No
3,86,34,Yes,8,Yes
6,65,48,No,4,Yes
5,54,68,Yes,4,No
4,51,71,No,8,Yes
2,77,46,No,7,Yes
7,90,92,No,8,No
5,76,75,No,4,Yes
4,80,49,Yes,5,Yes
8,90,37,No,7,Yes
9,85,48,Yes,8,Yes
9,96,61,Yes,5,Yes
3,92,48,Yes,8,No
3,50,53,Yes,7,Yes
5,99,53,Yes,4,Yes
5,78,85,No,7,No
2,50,47,Yes,6,Yes
1,57,41,Yes,8,No
8,65,70,Yes,5,No
